Region,School Year,Grade Level,Students
Region IV-A - CALABARZON,2010-2011,Grade 9,165552.0
Region IV-B - MIMAROPA,2010-2011,Grade 9,43540.0
Region V - Bicol Region,2010-2011,Grade 9,88874.0
Region VI - Western Visayas,2010-2011,Grade 9,113441.0
Region VII - Central Visayas,2010-2011,Grade 9,95478.0
Region VIII - Eastern Visayas,2010-2011,Grade 9,66295.0
Region IX - Zamboanga Peninsula,2010-2011,Grade 9,48602.0
Region X - Northern Mindanao,2010-2011,Grade 9,53225.0
Region XI - Davao Region,2010-2011,Grade 9,56253.0
Region XII - Soccsksargen,2010-2011,Grade 9,53575.0
CARAGA - CARAGA,2010-2011,Grade 9,36508.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Grade 9,41620.0
CAR - Cordillera Administrative Region,2010-2011,Grade 9,20700.0
NCR - National Capital Region,2010-2011,Grade 9,160444.0
Region I - Ilocos Region,2011-2012,Grade 9,72770.0
Region II - Cagayan Valley,2011-2012,Grade 9,47758.0
Region III - Central Luzon,2011-2012,Grade 9,141049.0
Region IV-A - CALABARZON,2011-2012,Grade 9,171268.0
Region IV-B - MIMAROPA,2011-2012,Grade 9,43696.0
Region V - Bicol Region,2011-2012,Grade 9,88728.0
Region VI - Western Visayas,2011-2012,Grade 9,111816.0
Region VII - Central Visayas,2011-2012,Grade 9,96049.0
Region VIII - Eastern Visayas,2011-2012,Grade 9,66649.0
Region IX - Zamboanga Peninsula,2011-2012,Grade 9,49412.0
Region X - Northern Mindanao,2011-2012,Grade 9,53113.0
Region XI - Davao Region,2011-2012,Grade 9,56742.0
Region XII - Soccsksargen,2011-2012,Grade 9,54951.0
CARAGA - CARAGA,2011-2012,Grade 9,38046.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Grade 9,40951.0
CAR - Cordillera Administrative Region,2011-2012,Grade 9,20443.0
NCR - National Capital Region,2011-2012,Grade 9,162535.0
Region I - Ilocos Region,2012-2013,Grade 9,73547.0
Region II - Cagayan Valley,2012-2013,Grade 9,47040.0
Region III - Central Luzon,2012-2013,Grade 9,143055.0
Region IV-A - CALABARZON,2012-2013,Grade 9,177115.0
Region IV-B - MIMAROPA,2012-2013,Grade 9,46327.0
Region V - Bicol Region,2012-2013,Grade 9,91357.0
Region VI - Western Visayas,2012-2013,Grade 9,110795.0
Region VII - Central Visayas,2012-2013,Grade 9,99053.0
Region VIII - Eastern Visayas,2012-2013,Grade 9,69405.0
Region IX - Zamboanga Peninsula,2012-2013,Grade 9,49132.0
Region X - Northern Mindanao,2012-2013,Grade 9,54223.0
Region XI - Davao Region,2012-2013,Grade 9,57500.0
Region XII - Soccsksargen,2012-2013,Grade 9,54678.0
CARAGA - CARAGA,2012-2013,Grade 9,37434.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Grade 9,37776.0
CAR - Cordillera Administrative Region,2012-2013,Grade 9,20657.0
NCR - National Capital Region,2012-2013,Grade 9,164856.0
Region I - Ilocos Region,2013-2014,Grade 9,73996.0
Region II - Cagayan Valley,2013-2014,Grade 9,46607.0
Region III - Central Luzon,2013-2014,Grade 9,147978.0
Region IV-A - CALABARZON,2013-2014,Grade 9,176917.0
Region IV-B - MIMAROPA,2013-2014,Grade 9,47153.0
Region V - Bicol Region,2013-2014,Grade 9,97870.0
Region VI - Western Visayas,2013-2014,Grade 9,114496.0
Region VII - Central Visayas,2013-2014,Grade 9,102469.0
Region VIII - Eastern Visayas,2013-2014,Grade 9,72191.0
Region IX - Zamboanga Peninsula,2013-2014,Grade 9,49576.0
Region X - Northern Mindanao,2013-2014,Grade 9,55802.0
Region XI - Davao Region,2013-2014,Grade 9,59922.0
Region XII - Soccsksargen,2013-2014,Grade 9,56173.0
CARAGA - CARAGA,2013-2014,Grade 9,38706.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Grade 9,38394.0
CAR - Cordillera Administrative Region,2013-2014,Grade 9,21474.0
NCR - National Capital Region,2013-2014,Grade 9,164082.0
Region I - Ilocos Region,2014-2015,Grade 9,76409.0
Region II - Cagayan Valley,2014-2015,Grade 9,46546.0
Region III - Central Luzon,2014-2015,Grade 9,152166.0
Region IV-A - CALABARZON,2014-2015,Grade 9,184603.0
Region IV-B - MIMAROPA,2014-2015,Grade 9,48191.0
Region V - Bicol Region,2014-2015,Grade 9,99224.0
Region VI - Western Visayas,2014-2015,Grade 9,116642.0
Region VII - Central Visayas,2014-2015,Grade 9,106330.0
Region VIII - Eastern Visayas,2014-2015,Grade 9,73083.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 9,50200.0
Region X - Northern Mindanao,2014-2015,Grade 9,56589.0
Region XI - Davao Region,2014-2015,Grade 9,62308.0
Region XII - Soccsksargen,2014-2015,Grade 9,59026.0
CARAGA - CARAGA,2014-2015,Grade 9,39770.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 9,34557.0
CAR - Cordillera Administrative Region,2014-2015,Grade 9,21910.0
NCR - National Capital Region,2014-2015,Grade 9,166510.0
Region I - Ilocos Region,2015-2016,Grade 9,77906.0
Region II - Cagayan Valley,2015-2016,Grade 9,48372.0
Region III - Central Luzon,2015-2016,Grade 9,160293.0
Region IV-A - CALABARZON,2015-2016,Grade 9,193974.0
Region IV-B - MIMAROPA,2015-2016,Grade 9,50309.0
Region V - Bicol Region,2015-2016,Grade 9,103700.0
Region VI - Western Visayas,2015-2016,Grade 9,119413.0
Region VII - Central Visayas,2015-2016,Grade 9,111684.0
Region VIII - Eastern Visayas,2015-2016,Grade 9,77349.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 9,52770.0
Region X - Northern Mindanao,2015-2016,Grade 9,59511.0
Region XI - Davao Region,2015-2016,Grade 9,66207.0
Region XII - Soccsksargen,2015-2016,Grade 9,62738.0
CARAGA - CARAGA,2015-2016,Grade 9,42598.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 9,33342.0
CAR - Cordillera Administrative Region,2015-2016,Grade 9,22716.0
NCR - National Capital Region,2015-2016,Grade 9,166685.0
Region I - Ilocos Region,2016-2017,Grade 9,77423.0
Region II - Cagayan Valley,2016-2017,Grade 9,49245.0
Region III - Central Luzon,2016-2017,Grade 9,159427.0
Region IV-A - CALABARZON,2016-2017,Grade 9,198682.0
Region IV-B - MIMAROPA,2016-2017,Grade 9,51927.0
Region V - Bicol Region,2016-2017,Grade 9,106410.0
Region VI - Western Visayas,2016-2017,Grade 9,119497.0
Region VII - Central Visayas,2016-2017,Grade 9,112771.0
Region VIII - Eastern Visayas,2016-2017,Grade 9,78359.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 9,55472.0
Region X - Northern Mindanao,2016-2017,Grade 9,61829.0
Region XI - Davao Region,2016-2017,Grade 9,69459.0
Region XII - Soccsksargen,2016-2017,Grade 9,64317.0
CARAGA - CARAGA,2016-2017,Grade 9,43770.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 9,32323.0
CAR - Cordillera Administrative Region,2016-2017,Grade 9,22868.0
NCR - National Capital Region,2016-2017,Grade 9,163890.0
Region I - Ilocos Region,2017-2018,Grade 9,80450.0
Region II - Cagayan Valley,2017-2018,Grade 9,50830.0
Region III - Central Luzon,2017-2018,Grade 9,163301.0
Region IV-A - CALABARZON,2017-2018,Grade 9,203132.0
Region IV-B - MIMAROPA,2017-2018,Grade 9,53946.0
Region V - Bicol Region,2017-2018,Grade 9,111874.0
Region VI - Western Visayas,2017-2018,Grade 9,125770.0
Region VII - Central Visayas,2017-2018,Grade 9,118317.0
Region VIII - Eastern Visayas,2017-2018,Grade 9,81854.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 9,58259.0
Region X - Northern Mindanao,2017-2018,Grade 9,63540.0
Region XI - Davao Region,2017-2018,Grade 9,72562.0
Region XII - Soccsksargen,2017-2018,Grade 9,66329.0
CARAGA - CARAGA,2017-2018,Grade 9,45806.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 9,30539.0
CAR - Cordillera Administrative Region,2017-2018,Grade 9,23035.0
NCR - National Capital Region,2017-2018,Grade 9,164020.0
Region I - Ilocos Region,2018-2019,Grade 9,83292.0
Region II - Cagayan Valley,2018-2019,Grade 9,52014.0
Region III - Central Luzon,2018-2019,Grade 9,167852.0
Region IV-A - CALABARZON,2018-2019,Grade 9,211592.0
Region IV-B - MIMAROPA,2018-2019,Grade 9,55439.0
Region V - Bicol Region,2018-2019,Grade 9,118582.0
Region VI - Western Visayas,2018-2019,Grade 9,129041.0
Region VII - Central Visayas,2018-2019,Grade 9,124342.0
Region VIII - Eastern Visayas,2018-2019,Grade 9,85837.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 9,62637.0
Region X - Northern Mindanao,2018-2019,Grade 9,68191.0
Region XI - Davao Region,2018-2019,Grade 9,79505.0
Region XII - Soccsksargen,2018-2019,Grade 9,70042.0
CARAGA - CARAGA,2018-2019,Grade 9,48859.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 9,32834.0
CAR - Cordillera Administrative Region,2018-2019,Grade 9,24129.0
NCR - National Capital Region,2018-2019,Grade 9,165571.0
Region I - Ilocos Region,2019-2020,Grade 9,87246.0
Region II - Cagayan Valley,2019-2020,Grade 9,56109.0
Region III - Central Luzon,2019-2020,Grade 9,176747.0
Region IV-A - CALABARZON,2019-2020,Grade 9,228298.0
Region IV-B - MIMAROPA,2019-2020,Grade 9,60241.0
Region V - Bicol Region,2019-2020,Grade 9,128244.0
Region VI - Western Visayas,2019-2020,Grade 9,141845.0
Region VII - Central Visayas,2019-2020,Grade 9,132972.0
Region VIII - Eastern Visayas,2019-2020,Grade 9,91609.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 9,69589.0
Region X - Northern Mindanao,2019-2020,Grade 9,77525.0
Region XI - Davao Region,2019-2020,Grade 9,87417.0
Region XII - Soccsksargen,2019-2020,Grade 9,78428.0
CARAGA - CARAGA,2019-2020,Grade 9,52708.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 9,35254.0
CAR - Cordillera Administrative Region,2019-2020,Grade 9,24834.0
NCR - National Capital Region,2019-2020,Grade 9,173232.0
Region I - Ilocos Region,2020-2021,Grade 9,92277.0
Region II - Cagayan Valley,2020-2021,Grade 9,62601.0
Region III - Central Luzon,2020-2021,Grade 9,187749.0
Region IV-A - CALABARZON,2020-2021,Grade 9,246328.0
Region IV-B - MIMAROPA,2020-2021,Grade 9,62184.0
Region V - Bicol Region,2020-2021,Grade 9,126886.0
Region VI - Western Visayas,2020-2021,Grade 9,163762.0
Region VII - Central Visayas,2020-2021,Grade 9,145879.0
Region VIII - Eastern Visayas,2020-2021,Grade 9,96008.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 9,80318.0
Region X - Northern Mindanao,2020-2021,Grade 9,84411.0
Region XI - Davao Region,2020-2021,Grade 9,94088.0
Region XII - Soccsksargen,2020-2021,Grade 9,86416.0
CARAGA - CARAGA,2020-2021,Grade 9,55806.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 9,37749.0
CAR - Cordillera Administrative Region,2020-2021,Grade 9,26454.0
NCR - National Capital Region,2020-2021,Grade 9,173562.0
Region I - Ilocos Region,2010-2011,Grade 10,68718.0
Region II - Cagayan Valley,2010-2011,Grade 10,42985.0
Region III - Central Luzon,2010-2011,Grade 10,120765.0
Region IV-A - CALABARZON,2010-2011,Grade 10,143008.0
Region IV-B - MIMAROPA,2010-2011,Grade 10,38317.0
Region V - Bicol Region,2010-2011,Grade 10,78227.0
Region VI - Western Visayas,2010-2011,Grade 10,99801.0
Region VII - Central Visayas,2010-2011,Grade 10,82874.0
Region VIII - Eastern Visayas,2010-2011,Grade 10,55745.0
Region IX - Zamboanga Peninsula,2010-2011,Grade 10,41617.0
Region X - Northern Mindanao,2010-2011,Grade 10,45276.0
Region XI - Davao Region,2010-2011,Grade 10,49119.0
Region XII - Soccsksargen,2010-2011,Grade 10,47063.0
CARAGA - CARAGA,2010-2011,Grade 10,31314.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Grade 10,30858.0
CAR - Cordillera Administrative Region,2010-2011,Grade 10,18956.0
NCR - National Capital Region,2010-2011,Grade 10,139995.0
Region I - Ilocos Region,2011-2012,Grade 10,66237.0
Region II - Cagayan Valley,2011-2012,Grade 10,43495.0
Region III - Central Luzon,2011-2012,Grade 10,123256.0
Region IV-A - CALABARZON,2011-2012,Grade 10,148842.0
Region IV-B - MIMAROPA,2011-2012,Grade 10,38842.0
Region V - Bicol Region,2011-2012,Grade 10,79262.0
Region VI - Western Visayas,2011-2012,Grade 10,100727.0
Region VII - Central Visayas,2011-2012,Grade 10,85495.0
Region VIII - Eastern Visayas,2011-2012,Grade 10,57584.0
Region IX - Zamboanga Peninsula,2011-2012,Grade 10,43051.0
Region X - Northern Mindanao,2011-2012,Grade 10,45812.0
Region XI - Davao Region,2011-2012,Grade 10,48977.0
Region XII - Soccsksargen,2011-2012,Grade 10,47472.0
CARAGA - CARAGA,2011-2012,Grade 10,31548.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Grade 10,31513.0
CAR - Cordillera Administrative Region,2011-2012,Grade 10,18793.0
NCR - National Capital Region,2011-2012,Grade 10,142861.0
Region I - Ilocos Region,2012-2013,Grade 10,66720.0
Region II - Cagayan Valley,2012-2013,Grade 10,43579.0
Region III - Central Luzon,2012-2013,Grade 10,126432.0
Region IV-A - CALABARZON,2012-2013,Grade 10,155429.0
Region IV-B - MIMAROPA,2012-2013,Grade 10,39703.0
Region V - Bicol Region,2012-2013,Grade 10,79417.0
Region VI - Western Visayas,2012-2013,Grade 10,99909.0
Region VII - Central Visayas,2012-2013,Grade 10,86565.0
Region VIII - Eastern Visayas,2012-2013,Grade 10,59123.0
Region IX - Zamboanga Peninsula,2012-2013,Grade 10,42750.0
Region X - Northern Mindanao,2012-2013,Grade 10,46279.0
Region XI - Davao Region,2012-2013,Grade 10,49998.0
Region XII - Soccsksargen,2012-2013,Grade 10,49311.0
CARAGA - CARAGA,2012-2013,Grade 10,33104.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Grade 10,30466.0
CAR - Cordillera Administrative Region,2012-2013,Grade 10,18544.0
NCR - National Capital Region,2012-2013,Grade 10,145330.0
Region I - Ilocos Region,2013-2014,Grade 10,69152.0
Region II - Cagayan Valley,2013-2014,Grade 10,44035.0
Region III - Central Luzon,2013-2014,Grade 10,131871.0
Region IV-A - CALABARZON,2013-2014,Grade 10,159765.0
Region IV-B - MIMAROPA,2013-2014,Grade 10,42498.0
Region V - Bicol Region,2013-2014,Grade 10,83779.0
Region VI - Western Visayas,2013-2014,Grade 10,101829.0
Region VII - Central Visayas,2013-2014,Grade 10,90425.0
Region VIII - Eastern Visayas,2013-2014,Grade 10,63742.0
Region IX - Zamboanga Peninsula,2013-2014,Grade 10,42791.0
Region X - Northern Mindanao,2013-2014,Grade 10,49054.0
Region XI - Davao Region,2013-2014,Grade 10,51351.0
Region XII - Soccsksargen,2013-2014,Grade 10,48939.0
CARAGA - CARAGA,2013-2014,Grade 10,33482.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Grade 10,32896.0
CAR - Cordillera Administrative Region,2013-2014,Grade 10,19351.0
NCR - National Capital Region,2013-2014,Grade 10,150144.0
Region I - Ilocos Region,2014-2015,Grade 10,71120.0
Region II - Cagayan Valley,2014-2015,Grade 10,43853.0
Region III - Central Luzon,2014-2015,Grade 10,137768.0
Region IV-A - CALABARZON,2014-2015,Grade 10,171723.0
Region IV-B - MIMAROPA,2014-2015,Grade 10,44384.0
Region V - Bicol Region,2014-2015,Grade 10,90850.0
Region VI - Western Visayas,2014-2015,Grade 10,109136.0
Region VII - Central Visayas,2014-2015,Grade 10,96926.0
Region VIII - Eastern Visayas,2014-2015,Grade 10,66382.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 10,47121.0
Region X - Northern Mindanao,2014-2015,Grade 10,52124.0
Region XI - Davao Region,2014-2015,Grade 10,56606.0
Region XII - Soccsksargen,2014-2015,Grade 10,54748.0
CARAGA - CARAGA,2014-2015,Grade 10,35869.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 10,31327.0
CAR - Cordillera Administrative Region,2014-2015,Grade 10,20085.0
NCR - National Capital Region,2014-2015,Grade 10,152358.0
Region I - Ilocos Region,2015-2016,Grade 10,71137.0
Region II - Cagayan Valley,2015-2016,Grade 10,42568.0
Region III - Central Luzon,2015-2016,Grade 10,138981.0
Region IV-A - CALABARZON,2015-2016,Grade 10,172789.0
Region IV-B - MIMAROPA,2015-2016,Grade 10,43939.0
Region V - Bicol Region,2015-2016,Grade 10,89620.0
Region VI - Western Visayas,2015-2016,Grade 10,105427.0
Region VII - Central Visayas,2015-2016,Grade 10,96866.0
Region VIII - Eastern Visayas,2015-2016,Grade 10,66054.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 10,44388.0
Region X - Northern Mindanao,2015-2016,Grade 10,51072.0
Region XI - Davao Region,2015-2016,Grade 10,55522.0
Region XII - Soccsksargen,2015-2016,Grade 10,53788.0
CARAGA - CARAGA,2015-2016,Grade 10,35524.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 10,28990.0
CAR - Cordillera Administrative Region,2015-2016,Grade 10,20312.0
NCR - National Capital Region,2015-2016,Grade 10,149735.0
Region I - Ilocos Region,2016-2017,Grade 10,73035.0
Region II - Cagayan Valley,2016-2017,Grade 10,44579.0
Region III - Central Luzon,2016-2017,Grade 10,146021.0
Region IV-A - CALABARZON,2016-2017,Grade 10,180091.0
Region IV-B - MIMAROPA,2016-2017,Grade 10,45722.0
Region V - Bicol Region,2016-2017,Grade 10,92591.0
Region VI - Western Visayas,2016-2017,Grade 10,108427.0
Region VII - Central Visayas,2016-2017,Grade 10,101771.0
Region VIII - Eastern Visayas,2016-2017,Grade 10,68283.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 10,46161.0
Region X - Northern Mindanao,2016-2017,Grade 10,53539.0
Region XI - Davao Region,2016-2017,Grade 10,58945.0
Region XII - Soccsksargen,2016-2017,Grade 10,56081.0
CARAGA - CARAGA,2016-2017,Grade 10,38416.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 10,28809.0
CAR - Cordillera Administrative Region,2016-2017,Grade 10,20757.0
NCR - National Capital Region,2016-2017,Grade 10,152433.0
Region I - Ilocos Region,2017-2018,Grade 10,73724.0
Region II - Cagayan Valley,2017-2018,Grade 10,46210.0
Region III - Central Luzon,2017-2018,Grade 10,148767.0
Region IV-A - CALABARZON,2017-2018,Grade 10,187498.0
Region IV-B - MIMAROPA,2017-2018,Grade 10,48208.0
Region V - Bicol Region,2017-2018,Grade 10,98619.0
Region VI - Western Visayas,2017-2018,Grade 10,111629.0
Region VII - Central Visayas,2017-2018,Grade 10,105263.0
Region VIII - Eastern Visayas,2017-2018,Grade 10,71277.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 10,50250.0
Region X - Northern Mindanao,2017-2018,Grade 10,56756.0
Region XI - Davao Region,2017-2018,Grade 10,63521.0
Region XII - Soccsksargen,2017-2018,Grade 10,58799.0
CARAGA - CARAGA,2017-2018,Grade 10,40558.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 10,27676.0
CAR - Cordillera Administrative Region,2017-2018,Grade 10,21164.0
NCR - National Capital Region,2017-2018,Grade 10,153286.0
Region I - Ilocos Region,2018-2019,Grade 10,76700.0
Region II - Cagayan Valley,2018-2019,Grade 10,47982.0
Region III - Central Luzon,2018-2019,Grade 10,153563.0
Region IV-A - CALABARZON,2018-2019,Grade 10,192466.0
Region IV-B - MIMAROPA,2018-2019,Grade 10,49940.0
Region V - Bicol Region,2018-2019,Grade 10,104248.0
Region VI - Western Visayas,2018-2019,Grade 10,118254.0
Region VII - Central Visayas,2018-2019,Grade 10,111950.0
Region VIII - Eastern Visayas,2018-2019,Grade 10,74945.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 10,52329.0
Region X - Northern Mindanao,2018-2019,Grade 10,58987.0
Region XI - Davao Region,2018-2019,Grade 10,66673.0
Region XII - Soccsksargen,2018-2019,Grade 10,60394.0
CARAGA - CARAGA,2018-2019,Grade 10,42521.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 10,27735.0
CAR - Cordillera Administrative Region,2018-2019,Grade 10,21791.0
NCR - National Capital Region,2018-2019,Grade 10,154682.0
Region I - Ilocos Region,2019-2020,Grade 10,79405.0
Region II - Cagayan Valley,2019-2020,Grade 10,49517.0
Region III - Central Luzon,2019-2020,Grade 10,159459.0
Region IV-A - CALABARZON,2019-2020,Grade 10,201198.0
Region IV-B - MIMAROPA,2019-2020,Grade 10,52001.0
Region V - Bicol Region,2019-2020,Grade 10,109527.0
Region VI - Western Visayas,2019-2020,Grade 10,120544.0
Region VII - Central Visayas,2019-2020,Grade 10,117199.0
Region VIII - Eastern Visayas,2019-2020,Grade 10,78906.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 10,56488.0
Region X - Northern Mindanao,2019-2020,Grade 10,63520.0
Region XI - Davao Region,2019-2020,Grade 10,73008.0
Region XII - Soccsksargen,2019-2020,Grade 10,64707.0
CARAGA - CARAGA,2019-2020,Grade 10,45572.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 10,30475.0
CAR - Cordillera Administrative Region,2019-2020,Grade 10,22677.0
NCR - National Capital Region,2019-2020,Grade 10,156134.0
Region I - Ilocos Region,2020-2021,Grade 10,85439.0
Region II - Cagayan Valley,2020-2021,Grade 10,55463.0
Region III - Central Luzon,2020-2021,Grade 10,171167.0
Region IV-A - CALABARZON,2020-2021,Grade 10,220604.0
Region IV-B - MIMAROPA,2020-2021,Grade 10,57392.0
Region V - Bicol Region,2020-2021,Grade 10,112529.0
Region VI - Western Visayas,2020-2021,Grade 10,138227.0
Region VII - Central Visayas,2020-2021,Grade 10,125381.0
Region VIII - Eastern Visayas,2020-2021,Grade 10,87289.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 10,66181.0
Region X - Northern Mindanao,2020-2021,Grade 10,73626.0
Region XI - Davao Region,2020-2021,Grade 10,80582.0
Region XII - Soccsksargen,2020-2021,Grade 10,74145.0
CARAGA - CARAGA,2020-2021,Grade 10,51100.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 10,32096.0
CAR - Cordillera Administrative Region,2020-2021,Grade 10,24009.0
NCR - National Capital Region,2020-2021,Grade 10,161245.0
Region I - Ilocos Region,2010-2011,Non-Grade (SS),
Region II - Cagayan Valley,2010-2011,Non-Grade (SS),
Region III - Central Luzon,2010-2011,Non-Grade (SS),
Region IV-A - CALABARZON,2010-2011,Non-Grade (SS),
